Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
PSMC6		1	1	0.2%	No
PSMD1		1	1	0.2%	No
PSMD4		1	1	0.2%	No
PSMD5		1	1	0.2%	No
PSMD9		1	1	0.2%	No
PSPH		1	1	0.2%	No
PTAFR		1	1	0.2%	No
PTBP1		1	1	0.2%	No
PTCH1		2	1	0.2%	Yes
PTGER3		1	1	0.2%	No
PTGER4		1	1	0.2%	No
PTGS2		1	1	0.2%	No
PTK6		1	1	0.2%	Yes
PTN		1	1	0.2%	No
PTPN1		1	1	0.2%	Yes
PTPN3		1	1	0.2%	No
PTPRA		4	1	0.2%	No
PTPRCAP		1	1	0.2%	No
PTPRE		1	1	0.2%	No
PTPRK		1	1	0.2%	Yes
PTPRO		2	1	0.2%	Yes
PTPRR		1	1	0.2%	No
PTX3		1	1	0.2%	No
RAD1		2	1	0.2%	No
PURA		1	1	0.2%	No
PVALB		1	1	0.2%	No
PVR		1	1	0.2%	No
ABCD4		1	1	0.2%	No
PXMP2		1	1	0.2%	No
PXN		1	1	0.2%	No
PYGB		1	1	0.2%	No
RAB3A		1	1	0.2%	No
RAB3B		1	1	0.2%	No
RAB3IL1		1	1	0.2%	No
RAC1		1	1	0.2%	Yes
RAC2		1	1	0.2%	Yes
RAD9A		1	1	0.2%	No
RAD23A		1	1	0.2%	No
RAF1		1	1	0.2%	Yes
RALA		1	1	0.2%	No
RANBP1		1	1	0.2%	No
RAP1GAP		1	1	0.2%	No
RAPSN		1	1	0.2%	No
RARRES1		1	1	0.2%	No
KDM5A		2	1	0.2%	Yes
RBBP4		2	1	0.2%	No
RBBP5		1	1	0.2%	No
RBMS2		1	1	0.2%	No
RBP1		1	1	0.2%	No
OPN1LW		1	1	0.2%	No
RDH5		1	1	0.2%	No
RDX		3	1	0.2%	No
RECQL		1	1	0.2%	Yes
RELA		1	1	0.2%	No
DPF2		1	1	0.2%	No
REST		2	1	0.2%	Yes
RFPL1		1	1	0.2%	No
RFX3		1	1	0.2%	No
RFX5		1	1	0.2%	No
RGS4		1	1	0.2%	No
RGS7		3	1	0.2%	No
RHD		1	1	0.2%	No
GRK1		1	1	0.2%	No
RLN1		1	1	0.2%	No
RNASE3		1	1	0.2%	No
RNASE4		1	1	0.2%	No
RNF2		2	1	0.2%	No
RNF6		1	1	0.2%	No
RP2		1	1	0.2%	No
RPE65		1	1	0.2%	No
RPL5		1	1	0.2%	Yes
RPL6		1	1	0.2%	No
RPL7		1	1	0.2%	No
RPL7A		1	1	0.2%	No
RPL10		3	1	0.2%	Yes
RPL18A		1	1	0.2%	No
RPL29		1	1	0.2%	No
RPL32		2	1	0.2%	No
RPL37A		1	1	0.2%	No
RPL36A		1	1	0.2%	No
RPN1		1	1	0.2%	Yes
RPN2		1	1	0.2%	No
RPS2		1	1	0.2%	No
RPS6KB2		1	1	0.2%	Yes
RPS10		1	1	0.2%	No
RPS11		1	1	0.2%	No
RPS12		1	1	0.2%	No
RPS19		1	1	0.2%	No
RPS24		1	1	0.2%	No
RRAS		1	1	0.2%	Yes
RSC1A1		1	1	0.2%	No
RTN2		1	1	0.2%	No
RXRA		1	1	0.2%	Yes
RYK		1	1	0.2%	No
S100A2		1	1	0.2%	No
S100A7		1	1	0.2%	No
S100A13		1	1	0.2%	No
SAA4		1	1	0.2%	No
VPS52		2	1	0.2%	No
ACSM3		1	1	0.2%	No
SALL2		1	1	0.2%	No
SALL1		1	1	0.2%	No
SARS		1	1	0.2%	No
MSMO1		1	1	0.2%	No
ATXN1		1	1	0.2%	No
SERPINB4		1	1	0.2%	Yes
SCD		1	1	0.2%	No
SCN4B		1	1	0.2%	No
SCN9A		1	1	0.2%	No
SCNN1D		1	1	0.2%	No
SCO1		1	1	0.2%	No
SCP2		1	1	0.2%	No
SCTR		1	1	0.2%	No
CCL16		1	1	0.2%	No
CCL20		1	1	0.2%	No
CXCL5		1	1	0.2%	No
XCL1		1	1	0.2%	No
SDC1		1	1	0.2%	No
SDHC		1	1	0.2%	Yes
SEC14L1		1	1	0.2%	No
SELPLG		1	1	0.2%	No
SELENOP		2	1	0.2%	No
SET		1	1	0.2%	Yes
SFPQ		2	1	0.2%	Yes
SFRP1		1	1	0.2%	No
SFRP2		1	1	0.2%	No
SRSF2		1	1	0.2%	Yes
SRSF3		1	1	0.2%	Yes
SRSF5		2	1	0.2%	No
SRSF6		1	1	0.2%	No
SRSF7		1	1	0.2%	No
SFTPC		1	1	0.2%	No
SGCA		1	1	0.2%	No
SGCB		1	1	0.2%	No
SGK1		4	1	0.2%	Yes
SGTA		1	1	0.2%	No
SH3BGR		1	1	0.2%	No
SH3BP2		1	1	0.2%	No
SH3GL3		1	1	0.2%	No
SHC1		1	1	0.2%	No
SHH		1	1	0.2%	No
ST6GAL1		1	1	0.2%	No
ST3GAL3		1	1	0.2%	No
ST8SIA1		1	1	0.2%	No
SIM2		1	1	0.2%	No
SKI		1	1	0.2%	No
SKIV2L		1	1	0.2%	No
SLAMF1		1	1	0.2%	No
SLC1A1		1	1	0.2%	No
SLC2A1		1	1	0.2%	No
SLC2A4		1	1	0.2%	No
SLC3A1		1	1	0.2%	No
SLC5A1		1	1	0.2%	No
SLC5A3		2	1	0.2%	No
SLC5A4		1	1	0.2%	No
SLC6A8		1	1	0.2%	No
SLC6A9		1	1	0.2%	No
SLC6A11		1	1	0.2%	No
SLC7A2		1	1	0.2%	No
SLC8A1		1	1	0.2%	No
SLC9A3		2	1	0.2%	No
SLC10A1		1	1	0.2%	No
SLC12A3		1	1	0.2%	No
SLC12A4		1	1	0.2%	No
SLC15A1		1	1	0.2%	No
SLC15A2		1	1	0.2%	No
SLC18A1		1	1	0.2%	No
SLC20A1		1	1	0.2%	No
SLC20A2		2	1	0.2%	No
SLC25A1		1	1	0.2%	No
SLC22A3		1	1	0.2%	No
SLC22A5		1	1	0.2%	No
SLIT3		1	1	0.2%	No
SMARCA2		1	1	0.2%	Yes
SMARCC2		1	1	0.2%	No
SMARCD1		2	1	0.2%	Yes
SMARCE1		1	1	0.2%	Yes
SMO		2	1	0.2%	Yes
SMPD1		1	1	0.2%	No
SMPD2		1	1	0.2%	No
SMS		1	1	0.2%	No
SUMO2		1	1	0.2%	No
SNAPC1		1	1	0.2%	No
SNAPC3		1	1	0.2%	No
SNCB		1	1	0.2%	No
SNCA		1	1	0.2%	No
FSCN1		2	1	0.2%	No
SNRNP70		3	1	0.2%	No
SNRPA		1	1	0.2%	No
SNRPA1		1	1	0.2%	No
SNRPB2		1	1	0.2%	No
SNRPD2		1	1	0.2%	No
SNRPD3		1	1	0.2%	No
SNRPE		1	1	0.2%	No
SNTB1		1	1	0.2%	No
SNX1		1	1	0.2%	No
SOD2		1	1	0.2%	No
SOX3		1	1	0.2%	No
SP1		1	1	0.2%	No
SP2		1	1	0.2%	No
SP4		1	1	0.2%	No
UAP1		1	1	0.2%	No
SPG7		2	1	0.2%	No
SPN		1	1	0.2%	No
SPP2		1	1	0.2%	No
SPOCK1		1	1	0.2%	No
SPRR1B		1	1	0.2%	No
SPRR2G		1	1	0.2%	No
SQLE		1	1	0.2%	No
SRD5A1		1	1	0.2%	No
AKR1D1		1	1	0.2%	No
SRF		1	1	0.2%	No
SRP68		2	1	0.2%	No
SRPK1		1	1	0.2%	No
SRPK2		1	1	0.2%	No
TRIM21		1	1	0.2%	No
SSB		1	1	0.2%	No
SSR1		1	1	0.2%	No
SSX1		1	1	0.2%	Yes
SS18		1	1	0.2%	Yes
ST13		2	1	0.2%	No
STAC		1	1	0.2%	No
STAR		1	1	0.2%	No
STAT1		2	1	0.2%	No
STAT2		1	1	0.2%	No
STAT3		1	1	0.2%	Yes
STAT4		2	1	0.2%	Yes
STAT5A		1	1	0.2%	Yes
STATH		1	1	0.2%	No
STAU1		1	1	0.2%	No
STC1		1	1	0.2%	No
SULT1E1		1	1	0.2%	No
ELOVL4		1	1	0.2%	No
STIM1		1	1	0.2%	No
NEK4		1	1	0.2%	No
AURKA		1	1	0.2%	Yes
STK10		1	1	0.2%	No
SULT1A2		1	1	0.2%	No
STX3		1	1	0.2%	No
STXBP1		1	1	0.2%	No
STXBP2		1	1	0.2%	No
STXBP3		1	1	0.2%	No
SUOX		1	1	0.2%	No
SULT2A1		1	1	0.2%	No
SUPT5H		2	1	0.2%	No
ABCC8		3	1	0.2%	No
SUV39H1		1	1	0.2%	No
SYT1		1	1	0.2%	No
SYT4		1	1	0.2%	No
SYT5		1	1	0.2%	No
TBXT		1	1	0.2%	No
TACR1		2	1	0.2%	No
TADA2A		1	1	0.2%	No
TAL1		1	1	0.2%	Yes
TAT		1	1	0.2%	No
TBX1		1	1	0.2%	No
TBCA		1	1	0.2%	No
TBCC		1	1	0.2%	No
TBCD		2	1	0.2%	No
TBX5		1	1	0.2%	No
TBX6		1	1	0.2%	No
TBXA2R		1	1	0.2%	No
TBXAS1		1	1	0.2%	No
TCEA2		1	1	0.2%	No
TCF4		1	1	0.2%	No
HNF1A		1	1	0.2%	Yes
TCF3		1	1	0.2%	Yes
GCFC2		1	1	0.2%	No
ZNF354A		1	1	0.2%	No
MLX		1	1	0.2%	No
TCN1		1	1	0.2%	No
TCN2		1	1	0.2%	No
TCOF1		1	1	0.2%	No
TCP1		1	1	0.2%	No
TCP10		1	1	0.2%	No
TRGC1		1	1	0.2%	No
TRGV4		1	1	0.2%	No
DYNLT1		1	1	0.2%	No
TDGF1		1	1	0.2%	No
TEAD4		1	1	0.2%	No
TEF		1	1	0.2%	No
TERF1		1	1	0.2%	No
TERF2		1	1	0.2%	No
TF		1	1	0.2%	No
TFCP2		1	1	0.2%	No
TFE3		1	1	0.2%	Yes
TFR2		1	1	0.2%	No
TGFB1I1		1	1	0.2%	No
TGFB2		1	1	0.2%	No
TGFB3		1	1	0.2%	No
TGFBR1		1	1	0.2%	Yes
TGIF1		1	1	0.2%	No
TGM3		1	1	0.2%	No
THRSP		1	1	0.2%	No
TIA1		1	1	0.2%	No
TIMP1		1	1	0.2%	No
TIMP3		1	1	0.2%	No
TIMP4		1	1	0.2%	No
TK2		2	1	0.2%	No
TKT		1	1	0.2%	No
TLR2		1	1	0.2%	No
TLR4		1	1	0.2%	No
TLR5		1	1	0.2%	No
NR2E1		1	1	0.2%	No
TSPAN8		1	1	0.2%	No
TSPAN6		1	1	0.2%	No
TSPAN4		2	1	0.2%	No
GPR137B		1	1	0.2%	No
TM7SF2		1	1	0.2%	No
TRAPPC10		2	1	0.2%	No
TMF1		3	1	0.2%	No
TNF		1	1	0.2%	No
TNFAIP1		2	1	0.2%	No
TNFAIP2		1	1	0.2%	No
TNFAIP3		1	1	0.2%	Yes
TNFAIP6		1	1	0.2%	No
TNFRSF1B		2	1	0.2%	No
TNNI1		1	1	0.2%	No
TNNT1		1	1	0.2%	No
TNP1		1	1	0.2%	No
TOP2A		3	1	0.2%	No
TP73		1	1	0.2%	No
TPD52L1		1	1	0.2%	No
TPI1		1	1	0.2%	No
TPM2		1	1	0.2%	No
TPM4		1	1	0.2%	Yes
CRISP2		1	1	0.2%	No
NR2C1		2	1	0.2%	No
NR2C2		1	1	0.2%	No
HSP90B1		1	1	0.2%	No
TRAF2		1	1	0.2%	Yes
TRAF3		1	1	0.2%	Yes
TRHR		2	1	0.2%	No
CCT3		1	1	0.2%	No
TRIP6		1	1	0.2%	No
TRPC1		1	1	0.2%	No
TRPS1		1	1	0.2%	No
TSN		1	1	0.2%	No
TSNAX		2	1	0.2%	No
TSPYL1		1	1	0.2%	No
TTC1		1	1	0.2%	No
TUBG1		1	1	0.2%	No
TUFM		1	1	0.2%	No
TULP1		1	1	0.2%	No
TULP2		1	1	0.2%	No
TULP3		1	1	0.2%	No
TXK		1	1	0.2%	No
UBA1		1	1	0.2%	No
UBE2G2		1	1	0.2%	No
UBTF		1	1	0.2%	No
UCHL3		1	1	0.2%	No
UPK1B		1	1	0.2%	No
UCN		1	1	0.2%	No
SCGB1A1		1	1	0.2%	No
UGCG		1	1	0.2%	No
UGDH		1	1	0.2%	No
UGP2		1	1	0.2%	No
UGT2B15		1	1	0.2%	No
UGT8		1	1	0.2%	No
UMPS		1	1	0.2%	No
NR1H2		1	1	0.2%	No
UPP1		1	1	0.2%	No
UQCRC1		1	1	0.2%	No
UQCRC2		1	1	0.2%	No
UQCRH		1	1	0.2%	No
UROD		1	1	0.2%	No
UROS		1	1	0.2%	No
USF1		1	1	0.2%	No
USF2		1	1	0.2%	No
CLRN1		1	1	0.2%	No
UVRAG		1	1	0.2%	No
VBP1		1	1	0.2%	No
VCAM1		1	1	0.2%	No
VCP		1	1	0.2%	No
VDAC2		1	1	0.2%	No
VEGFB		1	1	0.2%	No
VEGFC		2	1	0.2%	No
EZR		1	1	0.2%	Yes
VIM		2	1	0.2%	No
VIPR1		1	1	0.2%	No
VLDLR		1	1	0.2%	No
VSNL1		1	1	0.2%	No
VTN		1	1	0.2%	No
WIPF1		2	1	0.2%	No
CORO2A		1	1	0.2%	No
WNT8A		1	1	0.2%	No
WNT8B		1	1	0.2%	No
WNT2B		1	1	0.2%	No
WNT9A		1	1	0.2%	No
WNT9B		1	1	0.2%	No
WRB		1	1	0.2%	No
WT1		1	1	0.2%	Yes
XPC		1	1	0.2%	Yes
YWHAG		1	1	0.2%	No
YWHAH		1	1	0.2%	No
YWHAZ		1	1	0.2%	No
SF1		2	1	0.2%	No
ZBTB14		1	1	0.2%	No
ZIC1		1	1	0.2%	No
ZIC2		1	1	0.2%	No
ZNF2		1	1	0.2%	No
ZNF3		2	1	0.2%	No
CNBP		2	1	0.2%	Yes
ZNF708		1	1	0.2%	No
ZNF16		2	1	0.2%	No
ZNF17		1	1	0.2%	No
ZNF20		1	1	0.2%	No
ZNF23		1	1	0.2%	No
ZNF28		1	1	0.2%	No
ZNF35		1	1	0.2%	No
ZNF37A		2	1	0.2%	No
ZSCAN21		1	1	0.2%	No
ZNF43		2	1	0.2%	No
ZNF69		1	1	0.2%	No
ZNF75D		3	1	0.2%	No
ZNF76		1	1	0.2%	No
ZNF79		1	1	0.2%	No
ZNF221		1	1	0.2%	No
ZNF90		1	1	0.2%	No
ZNF222		1	1	0.2%	No
ZNF124		1	1	0.2%	No
ZNF132		1	1	0.2%	No
ZNF133		1	1	0.2%	No
ZNF134		1	1	0.2%	No
ZNF140		1	1	0.2%	No
ZBTB16		1	1	0.2%	Yes
ZBTB17		1	1	0.2%	No
ZNF154		1	1	0.2%	No
ZNF155		1	1	0.2%	No
ZNF180		1	1	0.2%	No
RNF113A		1	1	0.2%	No
ZKSCAN8		1	1	0.2%	No
ZSCAN9		1	1	0.2%	No
ZNF200		1	1	0.2%	No
ZNF207		1	1	0.2%	No
ZNF213		2	1	0.2%	No
ZNF214		1	1	0.2%	No
ZNF227		1	1	0.2%	No
ZNF112		1	1	0.2%	No
ZNF230		1	1	0.2%	No
ZNF232		2	1	0.2%	No
SLC30A1		1	1	0.2%	No
SLC30A4		1	1	0.2%	No
ZP3		1	1	0.2%	No
ZXDA		1	1	0.2%	No
ZYX		1	1	0.2%	No
LUZP1		2	1	0.2%	No
LRP8		1	1	0.2%	No
LAPTM5		1	1	0.2%	No
CSDE1		2	1	0.2%	Yes
DAP3		1	1	0.2%	No
NPHS2		1	1	0.2%	No
PAX8		1	1	0.2%	Yes
IL1R2		1	1	0.2%	No
FZD5		1	1	0.2%	No
BRPF1		4	1	0.2%	No
IFRD2		1	1	0.2%	No
MAPKAPK3		1	1	0.2%	No
SLMAP		1	1	0.2%	No
DEK		1	1	0.2%	Yes
ALDH5A1		1	1	0.2%	No
DDX39B		1	1	0.2%	No
ABHD16A		1	1	0.2%	No
HSD17B8		1	1	0.2%	No
OR2H2		1	1	0.2%	No
TFEB		1	1	0.2%	Yes
AIMP2		1	1	0.2%	No
ST7		1	1	0.2%	No
ARHGEF5		1	1	0.2%	No
ZNF212		1	1	0.2%	No
NUP214		2	1	0.2%	Yes
SHOC2		1	1	0.2%	Yes
MFAP5		1	1	0.2%	No
USP5		1	1	0.2%	No
SSPN		1	1	0.2%	No
ALX1		1	1	0.2%	No
TCL1A		1	1	0.2%	Yes
NPRL3		1	1	0.2%	No
GAN		1	1	0.2%	No
TAF15		1	1	0.2%	Yes
RND2		1	1	0.2%	No
SLC14A2		1	1	0.2%	No
SF3A2		1	1	0.2%	No
ELL		2	1	0.2%	Yes
SYMPK		2	1	0.2%	No
DPF1		1	1	0.2%	No
GDF5		1	1	0.2%	No
CLTCL1		1	1	0.2%	Yes
GTPBP6		1	1	0.2%	No
PNPLA4		2	1	0.2%	No
UBL4A		1	1	0.2%	No
SLC10A3		1	1	0.2%	No
PICALM		1	1	0.2%	Yes
KLRC4		1	1	0.2%	No
SNN		1	1	0.2%	No
ACOX2		2	1	0.2%	No
AXIN1		1	1	0.2%	Yes
BRAP		1	1	0.2%	No
CDC45		3	1	0.2%	No
FZD4		1	1	0.2%	No
FZD6		1	1	0.2%	No
HIST1H2AJ		1	1	0.2%	No
HIST1H2AL		1	1	0.2%	Yes
HIST1H2AB		1	1	0.2%	No
HIST1H2AM		1	1	0.2%	Yes
HIST1H2BM		1	1	0.2%	No
HIST1H2BF		1	1	0.2%	No
HIST1H2BI		1	1	0.2%	No
HIST1H2BC		1	1	0.2%	Yes
HIST1H3A		1	1	0.2%	Yes
HIST1H3C		1	1	0.2%	Yes
HIST1H3I		1	1	0.2%	Yes
HIST1H3G		1	1	0.2%	Yes
HIST1H3B		1	1	0.2%	Yes
HIST1H4K		1	1	0.2%	No
HIST1H4C		1	1	0.2%	No
HIST1H4B		1	1	0.2%	No
OR1A1		1	1	0.2%	No
OR1E2		1	1	0.2%	No
OR3A3		1	1	0.2%	No
PIP5K1A		1	1	0.2%	No
PIP5K1B		1	1	0.2%	No
PLA2G6		2	1	0.2%	No
SPARCL1		1	1	0.2%	No
TAGLN2		1	1	0.2%	No
ULK1		1	1	0.2%	No
BCAR3		4	1	0.2%	No
CAVIN2		1	1	0.2%	No
GNPAT		1	1	0.2%	No
DOC2A		1	1	0.2%	No
CUL3		1	1	0.2%	Yes
CUL1		1	1	0.2%	No
ATRN		1	1	0.2%	No
TTF2		1	1	0.2%	No
TEAD2		1	1	0.2%	No
FKBP6		1	1	0.2%	No
SORBS2		1	1	0.2%	No
PPFIBP1		1	1	0.2%	Yes
PPFIA4		1	1	0.2%	No
RANBP3		1	1	0.2%	No
PPFIA2		1	1	0.2%	No
PIK3R3		1	1	0.2%	Yes
CNTNAP1		4	1	0.2%	No
ENC1		2	1	0.2%	No
KCNAB2		1	1	0.2%	No
IKBKG		1	1	0.2%	No
ELP1		2	1	0.2%	No
IFITM1		1	1	0.2%	No
HAT1		2	1	0.2%	No
GAS7		1	1	0.2%	Yes
DGKZ		1	1	0.2%	No
DGKE		1	1	0.2%	No
CST7		1	1	0.2%	No
CHST1		1	1	0.2%	No
CBX4		3	1	0.2%	No
CAMK1		1	1	0.2%	No
API5		1	1	0.2%	No
APOL1		1	1	0.2%	No
AP3B1		1	1	0.2%	No
CDC14A		1	1	0.2%	No
CDK10		1	1	0.2%	No
PRPF18		1	1	0.2%	No
DEGS1		1	1	0.2%	No
YARS		1	1	0.2%	No
PDXK		1	1	0.2%	No
CASK		1	1	0.2%	No
AKR7A2		1	1	0.2%	No
PRKRA		1	1	0.2%	No
OR6A2		1	1	0.2%	No
NOP14		1	1	0.2%	No
PLA2G4C		1	1	0.2%	No
RUVBL1		1	1	0.2%	No
PLPP1		2	1	0.2%	No
USO1		2	1	0.2%	No
PDE8B		1	1	0.2%	No
PSMG1		1	1	0.2%	No
RFXANK		1	1	0.2%	No
SKAP1		2	1	0.2%	No
OASL		1	1	0.2%	No
AKR1C3		1	1	0.2%	No
KCNK5		1	1	0.2%	No
CHRD		2	1	0.2%	No
LAMTOR3		1	1	0.2%	No
PDE5A		1	1	0.2%	No
DYNLL1		1	1	0.2%	No
TNKS		1	1	0.2%	No
IRS2		1	1	0.2%	Yes
EIF3B		1	1	0.2%	No
EIF3D		1	1	0.2%	No
SLC4A4		5	1	0.2%	No
VAMP4		1	1	0.2%	No
STX16		1	1	0.2%	No
PEA15		1	1	0.2%	No
MARCO		1	1	0.2%	No
JRKL		1	1	0.2%	No
DGAT1		1	1	0.2%	No
CDC23		2	1	0.2%	No
B3GALT2		1	1	0.2%	No
TRADD		1	1	0.2%	No
MBTPS1		1	1	0.2%	No
SNX4		2	1	0.2%	No
URI1		1	1	0.2%	No
CTNNAL1		1	1	0.2%	No
ADAM19		1	1	0.2%	No
GPAA1		1	1	0.2%	No
CRADD		1	1	0.2%	No
ADAM21		1	1	0.2%	No
ADAM18		3	1	0.2%	No
ADAM9		2	1	0.2%	No
CDS2		1	1	0.2%	No
CD164		1	1	0.2%	No
TNFRSF14		1	1	0.2%	Yes
TNFRSF6B		1	1	0.2%	No
NAPG		2	1	0.2%	No
RGS11		1	1	0.2%	No
FBP2		1	1	0.2%	No
FPGT		1	1	0.2%	No
TNFRSF11A		2	1	0.2%	Yes
TNFRSF10D		1	1	0.2%	No
SUCLG2		1	1	0.2%	No
TRIM24		1	1	0.2%	Yes
DPM1		1	1	0.2%	No
DCAF5		1	1	0.2%	No
SAP30		1	1	0.2%	No
GGH		1	1	0.2%	No
CFLAR		1	1	0.2%	No
CCN6		1	1	0.2%	Yes
HDAC3		1	1	0.2%	No
HCAR3		1	1	0.2%	No
ASAP2		1	1	0.2%	No
PER2		2	1	0.2%	No
IER3		1	1	0.2%	No
SPHK1		1	1	0.2%	No
SGPL1		1	1	0.2%	No
ZPR1		1	1	0.2%	No
EIF2B4		1	1	0.2%	No
BUD31		1	1	0.2%	No
ENDOU		2	1	0.2%	No
SGCE		1	1	0.2%	No
PHOX2B		1	1	0.2%	Yes
MBD2		1	1	0.2%	No
RAB29		1	1	0.2%	No
SKAP2		1	1	0.2%	No
WASF1		1	1	0.2%	No
BTRC		1	1	0.2%	No
HIST1H2BJ		1	1	0.2%	Yes
WASL		1	1	0.2%	No
SELENBP1		1	1	0.2%	No
LIMD1		1	1	0.2%	No
NOL3		1	1	0.2%	No
F2RL3		1	1	0.2%	No
TAF1A		1	1	0.2%	No
CLIC3		1	1	0.2%	No
CH25H		1	1	0.2%	No
HIP1R		1	1	0.2%	No
PKD2L1		1	1	0.2%	No
SEMA5A		1	1	0.2%	No
TAAR5		1	1	0.2%	No
UBA3		1	1	0.2%	No
UBE2M		1	1	0.2%	No
DOK2		1	1	0.2%	No
SH2D2A		1	1	0.2%	No
AIP		1	1	0.2%	No
PSTPIP2		1	1	0.2%	No
NFS1		3	1	0.2%	No
SLC7A7		1	1	0.2%	No
MAP3K6		1	1	0.2%	Yes
SYT7		1	1	0.2%	No
ASH2L		1	1	0.2%	No
CLDN8		1	1	0.2%	No
CLDN2		1	1	0.2%	No
DIRAS3		1	1	0.2%	No
LDB2		1	1	0.2%	No
PKMYT1		1	1	0.2%	No
PIGQ		2	1	0.2%	No
SART1		1	1	0.2%	No
DNAJA3		1	1	0.2%	No
UNC119		1	1	0.2%	No
TBX18		1	1	0.2%	No
USP2		1	1	0.2%	No
USP8		2	1	0.2%	Yes
MTMR6		1	1	0.2%	No
MTMR4		1	1	0.2%	No
SEC22C		1	1	0.2%	No
INA		1	1	0.2%	No
SLC16A4		2	1	0.2%	No
SLC16A3		1	1	0.2%	No
CNOT9		1	1	0.2%	No
PRPF4		1	1	0.2%	No
CCNB2		1	1	0.2%	No
CCNE2		1	1	0.2%	No
ARHGEF1		1	1	0.2%	No
CBFA2T2		1	1	0.2%	No
CTDP1		1	1	0.2%	No
FIBP		1	1	0.2%	No
EBAG9		1	1	0.2%	No
LPAR2		1	1	0.2%	No
BUB3		1	1	0.2%	No
DDX21		2	1	0.2%	No
DCLK1		1	1	0.2%	No
BMP15		1	1	0.2%	No
XPR1		1	1	0.2%	No
DLGAP2		1	1	0.2%	No
CCPG1		1	1	0.2%	No
TBRG4		1	1	0.2%	No
MSC		1	1	0.2%	No
CRLF1		1	1	0.2%	No
GCNT3		1	1	0.2%	No
UBE2L6		1	1	0.2%	No
GCM2		1	1	0.2%	No
GPR50		1	1	0.2%	No
DHRS3		1	1	0.2%	No
RPS6KA5		1	1	0.2%	No
CACNA2D2		1	1	0.2%	No
AIMP1		1	1	0.2%	No
STK17B		1	1	0.2%	No
STK17A		1	1	0.2%	No
CYTH2		1	1	0.2%	No
ITGB1BP1		1	1	0.2%	No
ADGRG1		1	1	0.2%	No
CD83		2	1	0.2%	No
NREP		1	1	0.2%	No
TRIP10		1	1	0.2%	No
HMGN3		1	1	0.2%	No
GTF3C5		4	1	0.2%	No
B4GALT6		1	1	0.2%	No
CNOT8		1	1	0.2%	No
TCEAL1		1	1	0.2%	No
GLP2R		1	1	0.2%	No
SNAP29		1	1	0.2%	No
RPL23		1	1	0.2%	No
SLC9A3R2		1	1	0.2%	No
TXNL1		1	1	0.2%	No
UBE4A		1	1	0.2%	No
LONP1		1	1	0.2%	No
RAB28		1	1	0.2%	No
RAB9A		1	1	0.2%	No
KIF3B		1	1	0.2%	No
ZFYVE9		1	1	0.2%	No
PPT2		2	1	0.2%	No
SLC22A8		1	1	0.2%	No
NMT2		1	1	0.2%	No
CD101		1	1	0.2%	No
RECQL5		1	1	0.2%	No
GRAP2		1	1	0.2%	No
SELENOF		1	1	0.2%	No
LPXN		1	1	0.2%	No
ZRANB2		1	1	0.2%	No
TMPRSS11D		1	1	0.2%	No
PEX16		3	1	0.2%	No
SNRNP40		1	1	0.2%	No
FAM189A2		1	1	0.2%	No
TJP2		1	1	0.2%	No
CRIPT		1	1	0.2%	No
ZNF264		1	1	0.2%	No
NTN1		1	1	0.2%	No
KCNK6		1	1	0.2%	No
CDYL		2	1	0.2%	No
ABCG2		1	1	0.2%	No
NCR1		1	1	0.2%	No
MED26		1	1	0.2%	No
MED7		1	1	0.2%	No
QKI		1	1	0.2%	Yes
AIM2		1	1	0.2%	No
ITM2A		1	1	0.2%	No
GGPS1		1	1	0.2%	No
HOMER3		1	1	0.2%	No
AKAP7		1	1	0.2%	No
SH3BP5		1	1	0.2%	No
PCYT1B		1	1	0.2%	No
MAPK8IP1		1	1	0.2%	No
CHST10		1	1	0.2%	No
PSMF1		1	1	0.2%	No
MAGED1		4	1	0.2%	Yes
ADAMTS4		1	1	0.2%	No
FXR2		5	1	0.2%	No
TBPL1		1	1	0.2%	No
NPEPPS		1	1	0.2%	No
SCAMP1		1	1	0.2%	No
TECR		1	1	0.2%	No
GOSR1		1	1	0.2%	No
BAG5		1	1	0.2%	No
BAG3		1	1	0.2%	No
EI24		1	1	0.2%	No
TP53I3		1	1	0.2%	No
IGDCC3		2	1	0.2%	No
RAB3D		2	1	0.2%	No
APBA3		1	1	0.2%	No
H2AFY		2	1	0.2%	No
CHD1L		2	1	0.2%	No
VPS26A		1	1	0.2%	No
MINPP1		1	1	0.2%	No
H6PD		3	1	0.2%	No
GABBR2		1	1	0.2%	No
GTF2IRD1		1	1	0.2%	No
GOSR2		1	1	0.2%	No
NR1D1		1	1	0.2%	No
BABAM2		1	1	0.2%	No
SOX13		1	1	0.2%	No
APOBEC3B		1	1	0.2%	Yes
ENTPD4		1	1	0.2%	No
RBM39		1	1	0.2%	No
CREB5		1	1	0.2%	No
AKAP12		1	1	0.2%	No
NFE2L3		1	1	0.2%	No
RNF14		1	1	0.2%	No
RAB36		1	1	0.2%	No
RIN1		1	1	0.2%	No
GDA		1	1	0.2%	No
MTRF1		1	1	0.2%	No
ABCG1		1	1	0.2%	No
SNCAIP		1	1	0.2%	Yes
SEC24C		3	1	0.2%	No
TESMIN		1	1	0.2%	No
ARHGEF10		1	1	0.2%	No
MORF4L2		1	1	0.2%	No
PPM1F		1	1	0.2%	No
RALGPS1		1	1	0.2%	No
