Gene	Gistic(Q-value)	Cytoband	CNA	#	Freq	Is Cancer Gene (source: OncoKB)
C5ORF46		5q32	DEL	3	0.6%	No
MROH5		8q24.3	DEL	3	0.6%	No
CSAG3		Xq28	DEL	3	0.6%	No
OR10AB1P		11p15.4	AMP	3	0.6%	No
OR10A6		11p15.4	AMP	3	0.6%	No
C1QTNF8		16p13.3	AMP	3	0.6%	No
OACYLP		18q21.32	AMP	3	0.6%	No
NUDT19		19q13.11	DEL	3	0.6%	No
NUDT19		19q13.11	AMP	3	0.6%	No
OR10K2		1q23.1	AMP	3	0.6%	No
OR10K1		1q23.1	AMP	3	0.6%	No
OR6Y1		1q23.1	AMP	3	0.6%	No
OR6K3		1q23.1	AMP	3	0.6%	No
OR10J4		1q23.2	AMP	3	0.6%	No
VSIG8		1q23.2	AMP	3	0.6%	No
GLOD5		Xp11.23	AMP	3	0.6%	No
SPRED3		19q13.2	AMP	3	0.6%	No
SHC4		15q21.1	DEL	3	0.6%	No
BMS1P1		10q11.22	AMP	3	0.6%	No
HNRNPKP3		11p12	DEL	3	0.6%	No
LINC00939		12q24.32	DEL	3	0.6%	No
DPPA3P2		14q13.3	AMP	3	0.6%	No
LINC00517		14q21.1	AMP	3	0.6%	No
C14ORF180		14q32.33	DEL	3	0.6%	No
LINC00683		18q23	DEL	3	0.6%	No
GBP1P1		1p22.2	AMP	3	0.6%	No
C1ORF226		1q23.3	AMP	3	0.6%	No
DEFB132		20p13	AMP	3	0.6%	No
BCRP2		22q11.21	AMP	3	0.6%	No
LINC00960		3p12.3	DEL	3	0.6%	No
LINC00884		3q29	AMP	3	0.6%	No
TMPRSS11BNL		4q13.2	DEL	3	0.6%	No
CCSER1		4q22.1	DEL	3	0.6%	No
C4ORF3		4q26	DEL	3	0.6%	No
LINC00951		6p21.2	AMP	3	0.6%	No
CRIP3		6p21.1	AMP	3	0.6%	No
ZNF815P		7p22.1	DEL	3	0.6%	No
ZNF815P		7p22.1	AMP	3	0.6%	No
C7ORF65		7p12.3	AMP	3	0.6%	No
C9ORF152		9q31.3	AMP	3	0.6%	No
SRRD		22q12.1	AMP	3	0.6%	No
VWC2L		2q34-q35	DEL	3	0.6%	No
PP13004		7p14.2	AMP	3	0.6%	No
DEFB133		6p12.3	AMP	3	0.6%	No
TAFA1		3p14.1	DEL	3	0.6%	No
NOMO3		16p13.11	AMP	3	0.6%	No
AGAP6		10q11.23	AMP	3	0.6%	No
SHLD2P1		10q11.22	AMP	3	0.6%	No
LINC00615		12q21.33	DEL	3	0.6%	No
C5ORF17		5p14.2	DEL	3	0.6%	No
TMEM41B		11p15.4	AMP	3	0.6%	No
CARD17		11q22.3	AMP	3	0.6%	No
HERC2P9		15q13.1	DEL	3	0.6%	No
WHAMMP2		15q13.1	DEL	3	0.6%	No
GOLGA8B		15q14	DEL	3	0.6%	No
EIF2AK4		15q15.1	DEL	3	0.6%	No
SMIM22		16p13.3	AMP	3	0.6%	No
TBC1D3P5		17q11.2	DEL	3	0.6%	No
SUZ12P1		17q11.2	DEL	3	0.6%	No
LINC00851		20p11.23	DEL	3	0.6%	No
P2RX6P		22q11.21	AMP	3	0.6%	No
RIMBP3B		22q11.21	AMP	3	0.6%	No
PIWIL3		22q11.23	AMP	3	0.6%	No
LINC00971		3p12.1	DEL	3	0.6%	No
MTHFD2L		4q13.3	DEL	3	0.6%	No
C5ORF56		5q31.1	DEL	3	0.6%	No
C6ORF226		6p21.1	AMP	3	0.6%	No
TMEM151B		6p21.1	AMP	3	0.6%	No
RNF216P1		7p22.1	AMP	3	0.6%	No
PMS2CL		7p22.1	DEL	3	0.6%	No
ZNF716		7p11.2	AMP	3	0.6%	No
OR4F21		8p23.3	AMP	3	0.6%	No
NBPF18P		1q21.3	AMP	3	0.6%	No
OR10J3		1q23.2	AMP	3	0.6%	No
PTCHD4		6p12.3	AMP	3	0.6%	No
STAG3L2		7q11.23	AMP	3	0.6%	No
KPRP		1q21.3	AMP	3	0.6%	No
LCE6A		1q21.3	AMP	3	0.6%	No
IGIP		5q31.3	DEL	3	0.6%	No
TRIM72		16p11.2	AMP	3	0.6%	No
CCDC73		11p13	DEL	3	0.6%	No
RBMXL1		1p22.2	AMP	3	0.6%	No
TIFAB		5q31.1	DEL	3	0.6%	No
LOH12CR2	1.368e-1	12p13.2	DEL	3	0.6%	No
CXORF40B		Xq28	DEL	3	0.6%	No
SSX4B		Xp11.23	AMP	3	0.6%	No
DPY19L2P1		7p14.2	AMP	3	0.6%	No
CLLU1OS		12q22	DEL	3	0.6%	No
CLLU1		12q22	DEL	3	0.6%	No
SNORA10		16p13.3	AMP	3	0.6%	No
ADAMTSL4-AS1		1q21.2	AMP	3	0.6%	No
PRR9		1q21.3	AMP	3	0.6%	No
UGT2A2		4q13.3	DEL	3	0.6%	No
CTXN3		5q23.2	DEL	3	0.6%	No
HIGD1C		12q13.12	AMP	3	0.6%	No
LINC00051		8q24.3	DEL	3	0.6%	No
SNORA27	2.241e-3	13q12.2	DEL	3	0.6%	No
SNORA7A		3p25.2	AMP	3	0.6%	No
RPL31P11		1q23.3	AMP	3	0.6%	No
ECSCR		5q31.2	DEL	3	0.6%	No
FAM110C		2p25.3	DEL	3	0.6%	No
FAM110C		2p25.3	AMP	3	0.6%	No
ZNF876P		4p16.3	DEL	3	0.6%	No
AGAP9		10q11.22	AMP	3	0.6%	No
FAM230B		22q11.21	AMP	3	0.6%	No
NPIPA3		16p13.11	AMP	3	0.6%	No
DNAH10OS		12q24.31	DEL	3	0.6%	No
NPIPA2		16p13.11	AMP	3	0.6%	No
BMS1P2		10q11.22	AMP	3	0.6%	No
TMEM72		10q11.21	AMP	3	0.6%	No
FAM25E		10q11.22	AMP	3	0.6%	No
LINC00842		10q11.22	AMP	3	0.6%	No
CCDC168		13q33.1	DEL	3	0.6%	No
CCDC168		13q33.1	AMP	3	0.6%	No
SCGB1B2P		19q13.11	DEL	3	0.6%	No
TMPPE		3p22.3	DEL	3	0.6%	No
RPL22P19		12q24.31	DEL	3	0.6%	No
RPL23AP53		8p23.3	AMP	3	0.6%	No
TMPRSS11GP		4q13.2	DEL	3	0.6%	No
C15ORF56		15q15.1	DEL	3	0.6%	No
PHGR1		15q15.1	DEL	3	0.6%	No
ALG1L2	4.374e-2	3q22.1	DEL	3	0.6%	No
SMIM23		5q35.1	AMP	3	0.6%	No
CCNI2		5q31.1	DEL	3	0.6%	No
LINC00693		3p24.1	AMP	3	0.6%	No
SMPD4P1		22q11.21	AMP	3	0.6%	No
TMEM191C		22q11.21	AMP	3	0.6%	No
HSPD1P6		3p22.2	DEL	3	0.6%	No
MT1HL1	1.160e-1	1q43	DEL	3	0.6%	No
SEBOX		17q11.2	DEL	3	0.6%	No
TXNRD3NB	4.374e-2	3q21.3	DEL	3	0.6%	No
MAGEB17		Xp22.2	AMP	3	0.6%	No
S100A7L2		1q21.3	AMP	3	0.6%	No
COL6A4P2	4.374e-2	3q22.1	DEL	3	0.6%	No
FAM227A		22q13.1	AMP	3	0.6%	No
LINC00598		13q14.11	AMP	3	0.6%	No
RD3L		14q32.33	DEL	3	0.6%	No
TEX22		14q32.33	DEL	3	0.6%	No
PPP1R3G		6p25.1	DEL	3	0.6%	No
ABCA17P		16p13.3	AMP	3	0.6%	No
CASTOR1		22q12.2	AMP	3	0.6%	No
GOLGA8J		15q13.2	DEL	3	0.6%	No
GOLGA8T		15q13.2	DEL	3	0.6%	No
ZDHHC11B		5p15.33	AMP	3	0.6%	No
ANXA8		10q11.22	AMP	3	0.6%	No
ABCC6P1		16p12.3	AMP	3	0.6%	No
FAM230A		22q11.21	AMP	3	0.6%	No
AGAP10P		10q11.22	AMP	3	0.6%	No
ASAH2B		10q11.23	AMP	3	0.6%	No
FAM153CP		5q35.3	AMP	3	0.6%	No
NCF1		7q11.23	AMP	3	0.6%	No
TEX28P2		Xq28	DEL	3	0.6%	No
GOLGA8M		15q13.1	DEL	3	0.6%	No
OCM		7p22.1	DEL	3	0.6%	No
OCM		7p22.1	AMP	3	0.6%	No
ZNF732		4p16.3	DEL	3	0.6%	No
PCP4L1		1q23.3	AMP	3	0.6%	No
SCARNA15	1.996e-1	15q25.2	AMP	3	0.6%	No
SCARNA16		17q25.2	DEL	3	0.6%	No
SNORA7B	4.374e-2	3q21.3	DEL	3	0.6%	No
SNORA9		7p13	DEL	3	0.6%	No
SNORA11	1.168e-13	Xp11.21	DEL	3	0.6%	No
SNORA14B	1.160e-1	1q42.3	DEL	3	0.6%	No
SNORA23		11p15.4	AMP	3	0.6%	No
SNORA24	4.374e-2	4q26	DEL	3	0.6%	No
SNORA28		14q32.32	DEL	3	0.6%	No
SNORA44		1p35.3	AMP	3	0.6%	No
SNORA3B		11p15.4	AMP	3	0.6%	No
SNORA53		12q23.1	DEL	3	0.6%	No
SNORA77		1q32.1	DEL	3	0.6%	No
SNORA78	6.100e-5	16p13.3	AMP	3	0.6%	No
FAM86DP		3p12.3	DEL	3	0.6%	No
SNORD93		7p15.3	AMP	3	0.6%	No
SNORD97		11p15.4	AMP	3	0.6%	No
GOLGA8Q		15q13.2	DEL	3	0.6%	No
ANXA8L1		10q11.22	AMP	3	0.6%	No
LINC00460		13q33.2	DEL	3	0.6%	No
LINC00460		13q33.2	AMP	3	0.6%	No
RSPH10B2		7p22.1	DEL	3	0.6%	No
RSPH10B2		7p22.1	AMP	3	0.6%	No
FAM245A		10q23.2	DEL	3	0.6%	No
GGTLC3		22q11.21	AMP	3	0.6%	No
PI4KAP1		22q11.21	AMP	3	0.6%	No
CARMN		5q32	DEL	3	0.6%	No
MAGEA9B		Xq28	DEL	3	0.6%	No
GOLGA6L7		15q13.1	DEL	3	0.6%	No
OVOL3		19q13.12	DEL	3	0.6%	No
OVOL3		19q13.12	AMP	3	0.6%	No
GUSBP1		5p14.3	DEL	3	0.6%	No
POM121L7P		22q11.21	AMP	3	0.6%	No
GGT2		22q11.21	AMP	3	0.6%	No
TEX28P1		Xq28	DEL	3	0.6%	No
OPN1MW2		Xq28	DEL	3	0.6%	No
GOLGA8H		15q13.2	DEL	3	0.6%	No
PNMA6B		Xq28	DEL	3	0.6%	No
C12ORF73		12q23.3	DEL	3	0.6%	No
DCDC2C		2p25.3	AMP	3	0.6%	No
HULC		6p24.3	DEL	3	0.6%	No
RPS11P6		12q14.2	DEL	3	0.6%	No
FAM86HP	4.374e-2	3q22.1	DEL	3	0.6%	No
SHISA9		16p13.12	AMP	3	0.6%	No
SEC14L6		22q12.2	AMP	3	0.6%	No
ZNF726		19p12	DEL	3	0.6%	No
SNHG9		16p13.3	AMP	3	0.6%	No
PWRN2		15q11.2	DEL	3	0.6%	No
SNORD125		22q12.2	AMP	3	0.6%	No
EGOT		3p26.1	DEL	3	0.6%	No
EGOT		3p26.1	AMP	3	0.6%	No
MINAR2		5q23.3	DEL	3	0.6%	No
ZBTB42		14q32.33	DEL	3	0.6%	No
C1ORF68		1q21.3	AMP	3	0.6%	No
FAM47E		4q21.1	DEL	3	0.6%	No
FTLP10		4q13.2	DEL	3	0.6%	No
HSFX2		Xq28	DEL	3	0.6%	No
CECR7		22q11.1	AMP	3	0.6%	No
CSAG4		Xq28	DEL	3	0.6%	No
TSTD1		1q23.3	AMP	3	0.6%	No
ANKRD63		15q15.1	DEL	3	0.6%	No
LINC00605		14q32.32	DEL	3	0.6%	No
LINC00893		Xq28	DEL	3	0.6%	No
LINC00887		3q29	AMP	3	0.6%	No
ZNF717		3p12.3	DEL	3	0.6%	No
FGD5P1		3p25.1	AMP	3	0.6%	No
GOLGA8F		15q13.1	DEL	3	0.6%	No
FAM25BP		10q11.22	AMP	3	0.6%	No
FAM25G		10q11.22	AMP	3	0.6%	No
RSU1P2		10q11.21	AMP	3	0.6%	No
LINC00029		20q13.33	AMP	3	0.6%	No
RNU6ATAC4P		3p22.2	DEL	3	0.6%	No
C2CD4D		1q21.3	AMP	3	0.6%	No
RPL30P11		12p13.1	DEL	3	0.6%	No
LINC00894		Xq28	DEL	3	0.6%	No
LINC00421		13q12.11	AMP	3	0.6%	No
ANKRD66		6p12.3	AMP	3	0.6%	No
TIMM23		10q11.22	AMP	3	0.6%	No
NPIPA5		16p13.11	AMP	3	0.6%	No
ULK4P2		15q13.2	DEL	3	0.6%	No
FRG2C		3p12.3	DEL	3	0.6%	No
CEP164P1		10q11.21	AMP	3	0.6%	No
SNORA80B		2p25.1	AMP	3	0.6%	No
HOTTIP		7p15.2	AMP	3	0.6%	No
SNORA70G		12q15	DEL	3	0.6%	No
RNY4P11		20p11.23	DEL	3	0.6%	No
RNY4P13		17q11.2	DEL	3	0.6%	No
RNY4P18		9q31.3	AMP	3	0.6%	No
RNY4P14		13q14.11	AMP	3	0.6%	No
RNY5P8		13q33.1	DEL	3	0.6%	No
RNY5P8		13q33.1	AMP	3	0.6%	No
MTRNR2L8		11p15.4	AMP	3	0.6%	No
MTRNR2L11	1.160e-1	1q43	DEL	3	0.6%	No
LINC00276		2p24.3	AMP	3	0.6%	No
MMD2		10p	AMP	3	0.6%	No
INAFM2		15q15.1	DEL	3	0.6%	No
LINC01549		21q21.1	DEL	3	0.6%	No
HSFX1		Xq28	DEL	3	0.6%	No
HOTAIRM1		7p15.2	AMP	3	0.6%	No
CASP12		11q22.3	AMP	3	0.6%	No
LINC00665		19q13.12	DEL	3	0.6%	No
LINC00665		19q13.12	AMP	3	0.6%	No
GIMD1		4q24	AMP	3	0.6%	No
LINC00943		12q24.32	DEL	3	0.6%	No
THEG5		19q12	DEL	3	0.6%	No
THEG5		19q12	AMP	3	0.6%	No
TPTE2P5		13q14.11	AMP	3	0.6%	No
LINC00659		20q13.33	AMP	3	0.6%	No
PYCARD-AS1		16p11.2	AMP	3	0.6%	No
TMCO5B		15q13.3	DEL	3	0.6%	No
LINC00904		19q13.11	DEL	3	0.6%	No
MYZAP		15q21.3	DEL	3	0.6%	No
LINC00492		5q21.1	DEL	3	0.6%	No
LINC00554		13q32.3	DEL	3	0.6%	No
LINC00555		13q33.1	DEL	3	0.6%	No
LINC00555		13q33.1	AMP	3	0.6%	No
LINC00556		13q12.11	AMP	3	0.6%	No
RNY1P2		13q33.1	DEL	3	0.6%	No
RNY1P2		13q33.1	AMP	3	0.6%	No
RNY3P9		13q14.11	AMP	3	0.6%	No
LINC00507		12q24.32	DEL	3	0.6%	No
RNA5SP60		1q23.2	AMP	3	0.6%	No
RNA5SP61		1q23.3	AMP	3	0.6%	No
RNA5SP62		1q23.3	AMP	3	0.6%	No
RNA5SP63		1q23.3	AMP	3	0.6%	No
RNA5SP64		1q24.1	AMP	3	0.6%	No
RNA5SP81	1.160e-1		DEL	3	0.6%	No
RNA5SP84		2p25.1	AMP	3	0.6%	No
RNA5SP85		2p25.1	AMP	3	0.6%	No
RNA5SP24		13q12.11	AMP	3	0.6%	No
RNA5SP26		13q13.3	AMP	3	0.6%	No
RNA5SP35		13q31.3	DEL	3	0.6%	No
RNA5SP36		13q32.1	DEL	3	0.6%	No
RNA5SP37		13q32.1	DEL	3	0.6%	No
RNA5SP38		13q33.2	DEL	3	0.6%	No
RNA5SP124		3p25.1	AMP	3	0.6%	No
RNA5SP127		3p23	AMP	3	0.6%	No
RNA5SP128		3p22.3	DEL	3	0.6%	No
RNA5SP128		3p22.3	AMP	3	0.6%	No
RNA5SP129		3p22.2	DEL	3	0.6%	No
RNA5SP138	4.374e-2	3q21.3	DEL	3	0.6%	No
RNA5SP139	4.374e-2	3q21.3	DEL	3	0.6%	No
RNA5SP160		4p14	AMP	3	0.6%	No
RNA5SP163		4q13.3	DEL	3	0.6%	No
RNA5SP190		5q23.1	DEL	3	0.6%	No
RNA5SP191		5q23.3	DEL	3	0.6%	No
RNA5SP192		5q31.1	DEL	3	0.6%	No
RNA5SP193		5q31.2	DEL	3	0.6%	No
RNA5SP194		5q31.2	DEL	3	0.6%	No
RNA5SP195		5q31.2	DEL	3	0.6%	No
RNA5SP196		5q32	DEL	3	0.6%	No
RNA5SP197		5q33.1	DEL	3	0.6%	No
RNA5SP198	1.860e-7	5q33.1	DEL	3	0.6%	No
RNA5SP204		6p22.3	DEL	3	0.6%	No
RNA5SP207		6p21.1	AMP	3	0.6%	No
RNA5SP227		7p15.3	AMP	3	0.6%	No
RNA5SP229		7p14.3	AMP	3	0.6%	No
RNA5SP281		9p21.1	DEL	3	0.6%	No
RNA5SP290		9q22.33	AMP	3	0.6%	No
RNA5SP292		9q31.2	AMP	3	0.6%	No
RNA5SP293		9q31.2	AMP	3	0.6%	No
RNA5SP294		9q31.3	AMP	3	0.6%	No
RNA5SP329		11p15.4	AMP	3	0.6%	No
RNA5SP330		11p15.4	AMP	3	0.6%	No
RNA5SP339		11p14.1	DEL	3	0.6%	No
RNA5SP348		11q22.3	AMP	3	0.6%	No
RNA5SP353	1.368e-1	12p13.1	DEL	3	0.6%	No
RNA5SP362		12q14.3	DEL	3	0.6%	No
RNA5SP365		12q21.33	DEL	3	0.6%	No
RNA5SP366		12q23.1	DEL	3	0.6%	No
RNA5SP367		12q23.2	DEL	3	0.6%	No
RNA5SP368		12q23.2	DEL	3	0.6%	No
RNA5SP369		12q23.2	DEL	3	0.6%	No
RNA5SP375		12q24.31	DEL	3	0.6%	No
RNA5SP392		15q15.1	DEL	3	0.6%	No
RNA5SP395		15q21.2	DEL	3	0.6%	No
RNA5SP396		15q22.2	DEL	3	0.6%	No
RNA5SP437		17q11.2	DEL	3	0.6%	No
RNA5SP451		18q11.2	AMP	3	0.6%	No
RNA5SP452		18q11.2	AMP	3	0.6%	No
RNA5SP454		18q12.3	AMP	3	0.6%	No
RNA5SP461	2.197e-3	18q23	DEL	3	0.6%	No
RNA5SP470		19q12	AMP	3	0.6%	No
RNA5SP471		19q12	DEL	3	0.6%	No
RNA5SP471		19q12	AMP	3	0.6%	No
RNA5SP472		19q13.11	AMP	3	0.6%	No
RNA5SP476		20p11.23	DEL	3	0.6%	No
RNA5SP488		21q11.2	DEL	3	0.6%	No
RNA5SP493		22q11.22	AMP	3	0.6%	No
RNA5SP495		22q12.1	AMP	3	0.6%	No
RNA5SP496		22q12.2	AMP	3	0.6%	No
RNA5SP497		22q12.3	AMP	3	0.6%	No
RNY4P22		3p24.3	AMP	3	0.6%	No
RNY1P4		13q13.1	AMP	3	0.6%	No
RNY3P6		13q32.3	DEL	3	0.6%	No
RNY4P27		13q32.1	DEL	3	0.6%	No
RN7SKP2		13q14.11	AMP	3	0.6%	No
RN7SKP3		13q14.12	AMP	3	0.6%	No
RN7SKP7		13q32.1	DEL	3	0.6%	No
RN7SKP8		13q32.2	DEL	3	0.6%	No
RN7SKP9		13q32.3	DEL	3	0.6%	No
FALEC		1q21.2	AMP	3	0.6%	No
LINC00570		2p25.1	AMP	3	0.6%	No
LINC00283		-	DEL	3	0.6%	No
LINC00283		-	AMP	3	0.6%	No
LINC00332		13q14.11	AMP	3	0.6%	No
LINC00350		13q12.11	AMP	3	0.6%	No
LINC00366		13q13.3	AMP	3	0.6%	No
LINC00391		13q32.1	DEL	3	0.6%	No
LINC00400		13q14.11	AMP	3	0.6%	No
LINC00411		13q32.3	DEL	3	0.6%	No
LINC00411		13q32.3	AMP	3	0.6%	No
LINC00423		13q13.1	AMP	3	0.6%	No
LINC00443		13q33.3	DEL	3	0.6%	No
LINC00443		13q33.3	AMP	3	0.6%	No
LINC00571		13q13.3	AMP	3	0.6%	No
NPIPP1		16p13.11	AMP	3	0.6%	No
PTCSC3		14q13.3	AMP	3	0.6%	No
LINC00359		13q32.1	DEL	3	0.6%	No
LCA10		Xq28	DEL	3	0.6%	No
ANTXRLP1		10q11.22	AMP	3	0.6%	No
LINC00690		3p24.3	AMP	3	0.6%	No
GOLGA8R		15q13.2	DEL	3	0.6%	No
NPIPA7		16p13.11	AMP	3	0.6%	No
NPIPA8		16p12.3	AMP	3	0.6%	No
LINC00609		14q13.2-q13.3	AMP	3	0.6%	No
LINC00682		4p13	AMP	3	0.6%	No
LINC00205		21q22.3	AMP	3	0.6%	No
CSAG2		Xq28	DEL	3	0.6%	No
LINC00843		10q11.23	AMP	3	0.6%	No
SNHG14		15q11.2	DEL	3	0.6%	No
LINC00508		12q24.32	DEL	3	0.6%	No
RNY3P8		13q32.1	DEL	3	0.6%	No
LINC00449		13q32.3	DEL	3	0.6%	No
RNA5SP317		10q11.23	AMP	3	0.6%	No
RN7SKP11		12q23.1	DEL	3	0.6%	No
RN7SKP63		22q11.21	AMP	3	0.6%	No
RN7SKP77		9q31.2	AMP	3	0.6%	No
RN7SKP117		5q23.2	DEL	3	0.6%	No
RN7SKP122		5q21.3	DEL	3	0.6%	No
RN7SKP131		22q11.21	AMP	3	0.6%	No
RN7SKP225		9q22.33	AMP	3	0.6%	No
RN7SKP228		7p21.3	AMP	3	0.6%	No
RN7SKP230		5q21.3	DEL	3	0.6%	No
RN7SKP246		5q31.3	DEL	3	0.6%	No
RN7SKP257		14q13.3	AMP	3	0.6%	No
RN7SKP266		7p21.1	AMP	3	0.6%	No
RN7SKP272		1p22.2	AMP	3	0.6%	No
RN7SKP298		3q26.1	AMP	3	0.6%	No
RN7SL36P		3q29	AMP	3	0.6%	No
RN7SL87P		5q31.3	DEL	3	0.6%	No
RN7SL92P		3p12.3	DEL	3	0.6%	No
RN7SL97P		18q11.2	AMP	3	0.6%	No
RN7SL107P		8q21.13	AMP	3	0.6%	No
RN7SL132P		7p14.3	AMP	3	0.6%	No
RN7SL148P	1.160e-1	1q44	DEL	3	0.6%	No
RN7SL150P		19q13.11	DEL	3	0.6%	No
RN7SL154P		19q13.11	DEL	3	0.6%	No
RN7SL163P		21q21.1	DEL	3	0.6%	No
RN7SL166P		13q12.11	AMP	3	0.6%	No
RN7SL174P		5q23.1	DEL	3	0.6%	No
RN7SL190P		Xq28	DEL	3	0.6%	No
RN7SL196P		15q13.2	DEL	3	0.6%	No
RN7SL217P		3p21.31	AMP	3	0.6%	No
RN7SL219P		16p13.3	AMP	3	0.6%	No
RN7SL240P		11p14.1	DEL	3	0.6%	No
RN7SL248P		10q11.22	AMP	3	0.6%	No
RN7SL255P		5q21.2	DEL	3	0.6%	No
RN7SL294P		3p12.3	DEL	3	0.6%	No
RN7SL308P		8q21.13	AMP	3	0.6%	No
RN7SL316P		17q11.2	DEL	3	0.6%	No
RN7SL339P		5q35.1	AMP	3	0.6%	No
RN7SL342P		18q21.32	AMP	3	0.6%	No
RN7SL352P		6p25.3	AMP	3	0.6%	No
RN7SL364P		19q13.32	AMP	3	0.6%	No
RN7SL372P		1q21.3	AMP	3	0.6%	No
RN7SL447P		3q29	AMP	3	0.6%	No
RN7SL466P		1q23.3	AMP	3	0.6%	No
RN7SL473P		1q21.2	AMP	3	0.6%	No
RN7SL542P		7p15.3	AMP	3	0.6%	No
RN7SL554P		6p25.1	DEL	3	0.6%	No
RN7SL568P		15q21.3	DEL	3	0.6%	No
RN7SL585P		13q32.1	DEL	3	0.6%	No
RN7SL594P		20p11.21	DEL	3	0.6%	No
RN7SL597P		13q14.11	AMP	3	0.6%	No
RN7SL628P		15q13.2	DEL	3	0.6%	No
RN7SL633P		22q12.2	AMP	3	0.6%	No
RN7SL638P		20p11.23	DEL	3	0.6%	No
RN7SL659P		9q31.2	AMP	3	0.6%	No
RN7SL667P		Xq28	DEL	3	0.6%	No
RN7SL674P		2p25.1	AMP	3	0.6%	No
RN7SL676P	1.368e-1	12p13.1	DEL	3	0.6%	No
RN7SL743P		16p13.2	AMP	3	0.6%	No
RN7SL751P		3p12.3	DEL	3	0.6%	No
RN7SL789P		19q13.11	AMP	3	0.6%	No
RN7SL794P		9q22.33	AMP	3	0.6%	No
RN7SL795P		18q22.2	DEL	3	0.6%	No
RN7SL806P		8p11.21	AMP	3	0.6%	No
RN7SL809P		12q13.3	DEL	3	0.6%	No
RN7SL812P		22q11.21	AMP	3	0.6%	No
RN7SL850P		16p13.3	AMP	3	0.6%	No
RN7SL861P		1q23.3	AMP	3	0.6%	No
RNU4ATAC13P		5q22.2	DEL	3	0.6%	No
RNU6ATAC34P		20p11.23	DEL	3	0.6%	No
RNA5SP311		10q11.22	AMP	3	0.6%	No
RN7SL110P		3p25.1	AMP	3	0.6%	No
RN7SL335P		4q27	DEL	3	0.6%	No
RN7SL335P		4q27	AMP	3	0.6%	No
RN7SL451P		1p36.23	DEL	3	0.6%	No
RNA5SP312		10q11.22	AMP	3	0.6%	No
RN7SKP50		11p15.4	AMP	3	0.6%	No
RN7SKP62		5q21.1	DEL	3	0.6%	No
RN7SKP159		8p23.2	AMP	3	0.6%	No
RN7SKP214		22q12.3	AMP	3	0.6%	No
RN7SKP221		22q11.21	AMP	3	0.6%	No
RN7SKP267		Xq28	DEL	3	0.6%	No
RN7SL138P		17q11.2	DEL	3	0.6%	No
RN7SL168P		22q11.21	AMP	3	0.6%	No
RN7SL280P		22q11.22	AMP	3	0.6%	No
RN7SL307P		15q21.1	DEL	3	0.6%	No
RN7SL469P		15q13.2	DEL	3	0.6%	No
RN7SL491P		19q13.12	DEL	3	0.6%	No
RN7SL623P		5q35.1	AMP	3	0.6%	No
RN7SL658P		Xp22.2	AMP	3	0.6%	No
RN7SL673P		15q13.2	DEL	3	0.6%	No
RN7SL697P		Xq28	DEL	3	0.6%	No
RN7SL757P		22q12.1	AMP	3	0.6%	No
RNU6ATAC10P		5q23.3	DEL	3	0.6%	No
RNA5SP134		3p14.2	AMP	3	0.6%	No
RNA5SP310		10q11.22	AMP	3	0.6%	No
RNA5SP389		14q32.33	DEL	3	0.6%	No
RN7SKP12	1.160e-1	1q43	DEL	3	0.6%	No
RN7SKP21		14q13.3	AMP	3	0.6%	No
RN7SKP31		Xq26.3	DEL	3	0.6%	No
RN7SKP64		5q31.2	DEL	3	0.6%	No
RN7SKP68		5q21.1	DEL	3	0.6%	No
RN7SKP95		15q21.3	DEL	3	0.6%	No
RN7SKP116		6p12.3	AMP	3	0.6%	No
RN7SKP139		15q21.1	DEL	3	0.6%	No
RN7SKP145		5q32	DEL	3	0.6%	No
RN7SKP147		21q21.1	DEL	3	0.6%	No
RN7SKP158		11p14.1	DEL	3	0.6%	No
RN7SKP210		22q13.1	DEL	3	0.6%	No
RN7SKP232	1.860e-7	5q33.1	DEL	3	0.6%	No
RN7SL44P		1q21.3	AMP	3	0.6%	No
RN7SL49P		13q14.12	AMP	3	0.6%	No
RN7SL60P		13q32.2	DEL	3	0.6%	No
RN7SL82P		15q13.2	DEL	3	0.6%	No
RN7SL91P		Xp21.3	AMP	3	0.6%	No
RN7SL127P		4q21.21	DEL	3	0.6%	No
RN7SL149P		8p11.21	AMP	3	0.6%	No
RN7SL164P		13q32.1	DEL	3	0.6%	No
RN7SL215P		3q29	AMP	3	0.6%	No
RN7SL218P		4q13.3	DEL	3	0.6%	No
RN7SL233P		18q11.2	AMP	3	0.6%	No
RN7SL238P		15q13.1	DEL	3	0.6%	No
RN7SL296P		3p22.3	DEL	3	0.6%	No
RN7SL318P		8p23.2	AMP	3	0.6%	No
RN7SL325P		Xq26.3	DEL	3	0.6%	No
RN7SL340P		19q12	AMP	3	0.6%	No
RN7SL403P		6p21.1	AMP	3	0.6%	No
RN7SL453P		10q11.22	AMP	3	0.6%	No
RN7SL494P		15q21.2	DEL	3	0.6%	No
RN7SL496P		7p14.1	AMP	3	0.6%	No
RN7SL515P		13q14.11	AMP	3	0.6%	No
RN7SL524P		10q24.33	DEL	3	0.6%	No
RN7SL541P		5q31.1	DEL	3	0.6%	No
RN7SL556P		7p22.1	DEL	3	0.6%	No
RN7SL556P		7p22.1	AMP	3	0.6%	No
RN7SL577P		15q21.1	DEL	3	0.6%	No
RN7SL600P		1q21.2	AMP	3	0.6%	No
RN7SL634P		14q32.33	DEL	3	0.6%	No
